,Symbol_Details,Exchange_Instrument_type,Minimum_lot_size,Expiry_date,Symbol_ticker,Exchange,Segment
1165,CRUDEOIL 21 Dec 15 4750 PE,31,1,1639592999,MCX:CRUDEOIL21DEC4750PE,11,20
1166,CRUDEOIL 21 Dec 15 4800 CE,31,1,1639592999,MCX:CRUDEOIL21DEC4800CE,11,20
1167,CRUDEOIL 21 Dec 15 4800 PE,31,1,1639592999,MCX:CRUDEOIL21DEC4800PE,11,20
1168,CRUDEOIL 21 Dec 15 4850 CE,31,1,1639592999,MCX:CRUDEOIL21DEC4850CE,11,20
1169,CRUDEOIL 21 Dec 15 4850 PE,31,1,1639592999,MCX:CRUDEOIL21DEC4850PE,11,20
1170,CRUDEOIL 21 Dec 15 4900 CE,31,1,1639592999,MCX:CRUDEOIL21DEC4900CE,11,20
1171,CRUDEOIL 21 Dec 15 4900 PE,31,1,1639592999,MCX:CRUDEOIL21DEC4900PE,11,20
1172,CRUDEOIL 21 Dec 15 4950 CE,31,1,1639592999,MCX:CRUDEOIL21DEC4950CE,11,20
1173,CRUDEOIL 21 Dec 15 4950 PE,31,1,1639592999,MCX:CRUDEOIL21DEC4950PE,11,20
1174,CRUDEOIL 21 Dec 15 5000 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5000CE,11,20
1175,CRUDEOIL 21 Dec 15 5000 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5000PE,11,20
1176,CRUDEOIL 21 Dec 15 5050 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5050CE,11,20
1177,CRUDEOIL 21 Dec 15 5050 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5050PE,11,20
1178,CRUDEOIL 21 Dec 15 5100 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5100CE,11,20
1179,CRUDEOIL 21 Dec 15 5100 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5100PE,11,20
1180,CRUDEOIL 21 Dec 15 5150 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5150CE,11,20
1181,CRUDEOIL 21 Dec 15 5150 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5150PE,11,20
1182,CRUDEOIL 21 Dec 15 5200 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5200CE,11,20
1183,CRUDEOIL 21 Dec 15 5200 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5200PE,11,20
1184,CRUDEOIL 21 Dec 15 5250 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5250CE,11,20
1185,CRUDEOIL 21 Dec 15 5250 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5250PE,11,20
1186,CRUDEOIL 21 Dec 15 5300 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5300CE,11,20
1187,CRUDEOIL 21 Dec 15 5300 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5300PE,11,20
1188,CRUDEOIL 21 Dec 15 5350 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5350CE,11,20
1189,CRUDEOIL 21 Dec 15 5350 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5350PE,11,20
1190,CRUDEOIL 21 Dec 15 5400 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5400CE,11,20
1191,CRUDEOIL 21 Dec 15 5400 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5400PE,11,20
1192,CRUDEOIL 21 Dec 15 5450 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5450CE,11,20
1193,CRUDEOIL 21 Dec 15 5450 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5450PE,11,20
1194,CRUDEOIL 21 Dec 15 5500 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5500CE,11,20
1195,CRUDEOIL 21 Dec 15 5500 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5500PE,11,20
1196,CRUDEOIL 21 Dec 15 5550 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5550CE,11,20
1197,CRUDEOIL 21 Dec 15 5550 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5550PE,11,20
1198,CRUDEOIL 21 Dec 15 5600 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5600CE,11,20
1199,CRUDEOIL 21 Dec 15 5600 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5600PE,11,20
1200,CRUDEOIL 21 Dec 15 5650 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5650CE,11,20
1201,CRUDEOIL 21 Dec 15 5650 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5650PE,11,20
1202,CRUDEOIL 21 Dec 15 5700 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5700CE,11,20
1203,CRUDEOIL 21 Dec 15 5700 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5700PE,11,20
1204,CRUDEOIL 21 Dec 15 5750 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5750CE,11,20
1205,CRUDEOIL 21 Dec 15 5750 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5750PE,11,20
1206,CRUDEOIL 21 Dec 15 5800 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5800CE,11,20
1207,CRUDEOIL 21 Dec 15 5800 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5800PE,11,20
1208,CRUDEOIL 21 Dec 15 5850 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5850CE,11,20
1209,CRUDEOIL 21 Dec 15 5850 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5850PE,11,20
1210,CRUDEOIL 21 Dec 15 5900 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5900CE,11,20
1211,CRUDEOIL 21 Dec 15 5900 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5900PE,11,20
1212,CRUDEOIL 21 Dec 15 5950 CE,31,1,1639592999,MCX:CRUDEOIL21DEC5950CE,11,20
1213,CRUDEOIL 21 Dec 15 5950 PE,31,1,1639592999,MCX:CRUDEOIL21DEC5950PE,11,20
1214,CRUDEOIL 21 Dec 15 6000 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6000CE,11,20
1215,CRUDEOIL 21 Dec 15 6000 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6000PE,11,20
1216,CRUDEOIL 21 Dec 15 6050 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6050CE,11,20
1217,CRUDEOIL 21 Dec 15 6050 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6050PE,11,20
1218,CRUDEOIL 21 Dec 15 6100 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6100CE,11,20
1219,CRUDEOIL 21 Dec 15 6100 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6100PE,11,20
1220,CRUDEOIL 21 Dec 15 6150 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6150CE,11,20
1221,CRUDEOIL 21 Dec 15 6150 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6150PE,11,20
1222,CRUDEOIL 21 Dec 15 6200 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6200CE,11,20
1223,CRUDEOIL 21 Dec 15 6200 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6200PE,11,20
1224,CRUDEOIL 21 Dec 15 6250 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6250CE,11,20
1225,CRUDEOIL 21 Dec 15 6250 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6250PE,11,20
1226,CRUDEOIL 21 Dec 15 6300 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6300CE,11,20
1227,CRUDEOIL 21 Dec 15 6300 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6300PE,11,20
1228,CRUDEOIL 21 Dec 15 6350 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6350CE,11,20
1229,CRUDEOIL 21 Dec 15 6350 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6350PE,11,20
1230,CRUDEOIL 21 Dec 15 6400 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6400CE,11,20
1231,CRUDEOIL 21 Dec 15 6400 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6400PE,11,20
1232,CRUDEOIL 21 Dec 15 6450 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6450CE,11,20
1233,CRUDEOIL 21 Dec 15 6450 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6450PE,11,20
1234,CRUDEOIL 21 Dec 15 6500 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6500CE,11,20
1235,CRUDEOIL 21 Dec 15 6500 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6500PE,11,20
1236,CRUDEOIL 21 Dec 15 6550 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6550CE,11,20
1237,CRUDEOIL 21 Dec 15 6550 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6550PE,11,20
1238,CRUDEOIL 21 Dec 15 6600 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6600CE,11,20
1239,CRUDEOIL 21 Dec 15 6600 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6600PE,11,20
1240,CRUDEOIL 21 Dec 15 6650 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6650CE,11,20
1241,CRUDEOIL 21 Dec 15 6650 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6650PE,11,20
1242,CRUDEOIL 21 Dec 15 6700 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6700CE,11,20
1243,CRUDEOIL 21 Dec 15 6700 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6700PE,11,20
1244,CRUDEOIL 21 Dec 15 6750 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6750CE,11,20
1245,CRUDEOIL 21 Dec 15 6750 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6750PE,11,20
1246,CRUDEOIL 21 Dec 15 6800 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6800CE,11,20
1247,CRUDEOIL 21 Dec 15 6800 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6800PE,11,20
1248,CRUDEOIL 21 Dec 15 6850 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6850CE,11,20
1249,CRUDEOIL 21 Dec 15 6850 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6850PE,11,20
1250,CRUDEOIL 21 Dec 15 6900 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6900CE,11,20
1251,CRUDEOIL 21 Dec 15 6900 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6900PE,11,20
1252,CRUDEOIL 21 Dec 15 6950 CE,31,1,1639592999,MCX:CRUDEOIL21DEC6950CE,11,20
1253,CRUDEOIL 21 Dec 15 6950 PE,31,1,1639592999,MCX:CRUDEOIL21DEC6950PE,11,20
1254,CRUDEOIL 21 Dec 15 7000 CE,31,1,1639592999,MCX:CRUDEOIL21DEC7000CE,11,20
1255,CRUDEOIL 21 Dec 15 7000 PE,31,1,1639592999,MCX:CRUDEOIL21DEC7000PE,11,20
1256,CRUDEOIL 21 Dec 17 FUT,30,1,1639765799,MCX:CRUDEOIL21DECFUT,11,20
1257,COPPER 21 Dec 22 690 CE,31,1,1640197799,MCX:COPPER21DEC690CE,11,20
1258,COPPER 21 Dec 22 690 PE,31,1,1640197799,MCX:COPPER21DEC690PE,11,20
1259,COPPER 21 Dec 22 695 CE,31,1,1640197799,MCX:COPPER21DEC695CE,11,20
1260,COPPER 21 Dec 22 695 PE,31,1,1640197799,MCX:COPPER21DEC695PE,11,20
1261,COPPER 21 Dec 22 700 CE,31,1,1640197799,MCX:COPPER21DEC700CE,11,20
1262,COPPER 21 Dec 22 700 PE,31,1,1640197799,MCX:COPPER21DEC700PE,11,20
1263,COPPER 21 Dec 22 705 CE,31,1,1640197799,MCX:COPPER21DEC705CE,11,20
1264,COPPER 21 Dec 22 705 PE,31,1,1640197799,MCX:COPPER21DEC705PE,11,20
1265,COPPER 21 Dec 22 710 CE,31,1,1640197799,MCX:COPPER21DEC710CE,11,20
1266,COPPER 21 Dec 22 710 PE,31,1,1640197799,MCX:COPPER21DEC710PE,11,20
1267,COPPER 21 Dec 22 715 CE,31,1,1640197799,MCX:COPPER21DEC715CE,11,20
1268,COPPER 21 Dec 22 715 PE,31,1,1640197799,MCX:COPPER21DEC715PE,11,20
1269,COPPER 21 Dec 22 720 CE,31,1,1640197799,MCX:COPPER21DEC720CE,11,20
1270,COPPER 21 Dec 22 720 PE,31,1,1640197799,MCX:COPPER21DEC720PE,11,20
1271,COPPER 21 Dec 22 725 CE,31,1,1640197799,MCX:COPPER21DEC725CE,11,20
1272,COPPER 21 Dec 22 725 PE,31,1,1640197799,MCX:COPPER21DEC725PE,11,20
1273,COPPER 21 Dec 22 730 CE,31,1,1640197799,MCX:COPPER21DEC730CE,11,20
1274,COPPER 21 Dec 22 730 PE,31,1,1640197799,MCX:COPPER21DEC730PE,11,20
1275,COPPER 21 Dec 22 735 CE,31,1,1640197799,MCX:COPPER21DEC735CE,11,20
1276,COPPER 21 Dec 22 735 PE,31,1,1640197799,MCX:COPPER21DEC735PE,11,20
1277,COPPER 21 Dec 22 740 CE,31,1,1640197799,MCX:COPPER21DEC740CE,11,20
1278,COPPER 21 Dec 22 740 PE,31,1,1640197799,MCX:COPPER21DEC740PE,11,20
1279,COPPER 21 Dec 22 745 CE,31,1,1640197799,MCX:COPPER21DEC745CE,11,20
1280,COPPER 21 Dec 22 745 PE,31,1,1640197799,MCX:COPPER21DEC745PE,11,20
1281,COPPER 21 Dec 22 750 CE,31,1,1640197799,MCX:COPPER21DEC750CE,11,20
1282,COPPER 21 Dec 22 750 PE,31,1,1640197799,MCX:COPPER21DEC750PE,11,20
1283,COPPER 21 Dec 22 755 CE,31,1,1640197799,MCX:COPPER21DEC755CE,11,20
1284,COPPER 21 Dec 22 755 PE,31,1,1640197799,MCX:COPPER21DEC755PE,11,20
1285,COPPER 21 Dec 22 760 CE,31,1,1640197799,MCX:COPPER21DEC760CE,11,20
1286,COPPER 21 Dec 22 760 PE,31,1,1640197799,MCX:COPPER21DEC760PE,11,20
1287,ZINC 21 Dec 22 217.5 CE,31,1,1640197799,MCX:ZINC21DEC217.5CE,11,20
1288,ZINC 21 Dec 22 217.5 PE,31,1,1640197799,MCX:ZINC21DEC217.5PE,11,20
1289,ZINC 21 Dec 22 220 CE,31,1,1640197799,MCX:ZINC21DEC220CE,11,20
1290,ZINC 21 Dec 22 220 PE,31,1,1640197799,MCX:ZINC21DEC220PE,11,20
1291,ZINC 21 Dec 22 222.5 CE,31,1,1640197799,MCX:ZINC21DEC222.5CE,11,20
1292,ZINC 21 Dec 22 222.5 PE,31,1,1640197799,MCX:ZINC21DEC222.5PE,11,20
1293,ZINC 21 Dec 22 225 CE,31,1,1640197799,MCX:ZINC21DEC225CE,11,20
1294,ZINC 21 Dec 22 225 PE,31,1,1640197799,MCX:ZINC21DEC225PE,11,20
1295,ZINC 21 Dec 22 227.5 CE,31,1,1640197799,MCX:ZINC21DEC227.5CE,11,20
1296,ZINC 21 Dec 22 227.5 PE,31,1,1640197799,MCX:ZINC21DEC227.5PE,11,20
1297,ZINC 21 Dec 22 230 CE,31,1,1640197799,MCX:ZINC21DEC230CE,11,20
1298,ZINC 21 Dec 22 230 PE,31,1,1640197799,MCX:ZINC21DEC230PE,11,20
1299,ZINC 21 Dec 22 232.5 CE,31,1,1640197799,MCX:ZINC21DEC232.5CE,11,20
1300,ZINC 21 Dec 22 232.5 PE,31,1,1640197799,MCX:ZINC21DEC232.5PE,11,20
1301,ZINC 21 Dec 22 235 CE,31,1,1640197799,MCX:ZINC21DEC235CE,11,20
1302,ZINC 21 Dec 22 235 PE,31,1,1640197799,MCX:ZINC21DEC235PE,11,20
1303,ZINC 21 Dec 22 237.5 CE,31,1,1640197799,MCX:ZINC21DEC237.5CE,11,20
1304,ZINC 21 Dec 22 237.5 PE,31,1,1640197799,MCX:ZINC21DEC237.5PE,11,20
1305,ZINC 21 Dec 22 240 CE,31,1,1640197799,MCX:ZINC21DEC240CE,11,20
1306,ZINC 21 Dec 22 240 PE,31,1,1640197799,MCX:ZINC21DEC240PE,11,20
1307,ZINC 21 Dec 22 242.5 CE,31,1,1640197799,MCX:ZINC21DEC242.5CE,11,20
1308,ZINC 21 Dec 22 242.5 PE,31,1,1640197799,MCX:ZINC21DEC242.5PE,11,20
1309,ZINC 21 Dec 22 245 CE,31,1,1640197799,MCX:ZINC21DEC245CE,11,20
1310,ZINC 21 Dec 22 245 PE,31,1,1640197799,MCX:ZINC21DEC245PE,11,20
1311,ZINC 21 Dec 22 247.5 CE,31,1,1640197799,MCX:ZINC21DEC247.5CE,11,20
1312,ZINC 21 Dec 22 247.5 PE,31,1,1640197799,MCX:ZINC21DEC247.5PE,11,20
1313,ZINC 21 Dec 22 250 CE,31,1,1640197799,MCX:ZINC21DEC250CE,11,20
1314,ZINC 21 Dec 22 250 PE,31,1,1640197799,MCX:ZINC21DEC250PE,11,20
1315,ZINC 21 Dec 22 252.5 CE,31,1,1640197799,MCX:ZINC21DEC252.5CE,11,20
1316,ZINC 21 Dec 22 252.5 PE,31,1,1640197799,MCX:ZINC21DEC252.5PE,11,20
1317,COPPER 21 Dec 22 680 CE,31,1,1640197799,MCX:COPPER21DEC680CE,11,20
1318,COPPER 21 Dec 22 680 PE,31,1,1640197799,MCX:COPPER21DEC680PE,11,20
1319,COPPER 21 Dec 22 685 CE,31,1,1640197799,MCX:COPPER21DEC685CE,11,20
1320,COPPER 21 Dec 22 685 PE,31,1,1640197799,MCX:COPPER21DEC685PE,11,20
1321,ZINC 21 Dec 22 255 CE,31,1,1640197799,MCX:ZINC21DEC255CE,11,20
1322,ZINC 21 Dec 22 255 PE,31,1,1640197799,MCX:ZINC21DEC255PE,11,20
1323,ZINC 21 Dec 22 257.5 CE,31,1,1640197799,MCX:ZINC21DEC257.5CE,11,20
1324,ZINC 21 Dec 22 257.5 PE,31,1,1640197799,MCX:ZINC21DEC257.5PE,11,20
1325,ZINC 21 Dec 22 260 CE,31,1,1640197799,MCX:ZINC21DEC260CE,11,20
1326,ZINC 21 Dec 22 260 PE,31,1,1640197799,MCX:ZINC21DEC260PE,11,20
1327,COPPER 21 Dec 22 765 CE,31,1,1640197799,MCX:COPPER21DEC765CE,11,20
1328,COPPER 21 Dec 22 765 PE,31,1,1640197799,MCX:COPPER21DEC765PE,11,20
1329,COPPER 21 Dec 22 770 CE,31,1,1640197799,MCX:COPPER21DEC770CE,11,20
1330,COPPER 21 Dec 22 770 PE,31,1,1640197799,MCX:COPPER21DEC770PE,11,20
1331,COPPER 21 Dec 22 775 CE,31,1,1640197799,MCX:COPPER21DEC775CE,11,20
1332,COPPER 21 Dec 22 775 PE,31,1,1640197799,MCX:COPPER21DEC775PE,11,20
1333,ZINC 21 Dec 22 262.5 CE,31,1,1640197799,MCX:ZINC21DEC262.5CE,11,20
1334,ZINC 21 Dec 22 262.5 PE,31,1,1640197799,MCX:ZINC21DEC262.5PE,11,20
1335,MCXMETLDEX 21 Dec 22 FUT,11,1,1640197799,MCX:MCXMETLDEX21DECFUT,11,20
1336,COPPER 21 Dec 22 665 CE,31,1,1640197799,MCX:COPPER21DEC665CE,11,20
1337,COPPER 21 Dec 22 665 PE,31,1,1640197799,MCX:COPPER21DEC665PE,11,20
1338,COPPER 21 Dec 22 670 CE,31,1,1640197799,MCX:COPPER21DEC670CE,11,20
1339,COPPER 21 Dec 22 670 PE,31,1,1640197799,MCX:COPPER21DEC670PE,11,20
1340,COPPER 21 Dec 22 675 CE,31,1,1640197799,MCX:COPPER21DEC675CE,11,20
1341,COPPER 21 Dec 22 675 PE,31,1,1640197799,MCX:COPPER21DEC675PE,11,20
1342,ZINC 21 Dec 22 215 CE,31,1,1640197799,MCX:ZINC21DEC215CE,11,20
1343,ZINC 21 Dec 22 215 PE,31,1,1640197799,MCX:ZINC21DEC215PE,11,20
1344,ZINC 21 Dec 22 265 CE,31,1,1640197799,MCX:ZINC21DEC265CE,11,20
1345,ZINC 21 Dec 22 265 PE,31,1,1640197799,MCX:ZINC21DEC265PE,11,20
1346,ZINC 21 Dec 22 267.5 CE,31,1,1640197799,MCX:ZINC21DEC267.5CE,11,20
1347,ZINC 21 Dec 22 267.5 PE,31,1,1640197799,MCX:ZINC21DEC267.5PE,11,20
1348,ZINC 21 Dec 22 270 CE,31,1,1640197799,MCX:ZINC21DEC270CE,11,20
1349,ZINC 21 Dec 22 270 PE,31,1,1640197799,MCX:ZINC21DEC270PE,11,20
1350,ZINC 21 Dec 22 272.5 CE,31,1,1640197799,MCX:ZINC21DEC272.5CE,11,20
1351,ZINC 21 Dec 22 272.5 PE,31,1,1640197799,MCX:ZINC21DEC272.5PE,11,20
1352,ZINC 21 Dec 22 275 CE,31,1,1640197799,MCX:ZINC21DEC275CE,11,20
1353,ZINC 21 Dec 22 275 PE,31,1,1640197799,MCX:ZINC21DEC275PE,11,20
1354,ZINC 21 Dec 22 277.5 CE,31,1,1640197799,MCX:ZINC21DEC277.5CE,11,20
1355,ZINC 21 Dec 22 277.5 PE,31,1,1640197799,MCX:ZINC21DEC277.5PE,11,20
1356,COPPER 21 Dec 22 780 CE,31,1,1640197799,MCX:COPPER21DEC780CE,11,20
1357,COPPER 21 Dec 22 780 PE,31,1,1640197799,MCX:COPPER21DEC780PE,11,20
1358,ZINC 21 Dec 22 280 CE,31,1,1640197799,MCX:ZINC21DEC280CE,11,20
1359,ZINC 21 Dec 22 280 PE,31,1,1640197799,MCX:ZINC21DEC280PE,11,20
1360,ZINC 21 Dec 22 282.5 CE,31,1,1640197799,MCX:ZINC21DEC282.5CE,11,20
1361,ZINC 21 Dec 22 282.5 PE,31,1,1640197799,MCX:ZINC21DEC282.5PE,11,20
1362,ZINC 21 Dec 22 285 CE,31,1,1640197799,MCX:ZINC21DEC285CE,11,20
1363,ZINC 21 Dec 22 285 PE,31,1,1640197799,MCX:ZINC21DEC285PE,11,20
1364,COPPER 21 Dec 22 785 CE,31,1,1640197799,MCX:COPPER21DEC785CE,11,20
1365,COPPER 21 Dec 22 785 PE,31,1,1640197799,MCX:COPPER21DEC785PE,11,20
1366,COPPER 21 Dec 22 790 CE,31,1,1640197799,MCX:COPPER21DEC790CE,11,20
1367,COPPER 21 Dec 22 790 PE,31,1,1640197799,MCX:COPPER21DEC790PE,11,20
1368,COPPER 21 Dec 22 795 CE,31,1,1640197799,MCX:COPPER21DEC795CE,11,20
1369,COPPER 21 Dec 22 795 PE,31,1,1640197799,MCX:COPPER21DEC795PE,11,20
1370,ZINC 21 Dec 22 287.5 CE,31,1,1640197799,MCX:ZINC21DEC287.5CE,11,20
1371,ZINC 21 Dec 22 287.5 PE,31,1,1640197799,MCX:ZINC21DEC287.5PE,11,20
1372,ZINC 21 Dec 22 290 CE,31,1,1640197799,MCX:ZINC21DEC290CE,11,20
1373,ZINC 21 Dec 22 290 PE,31,1,1640197799,MCX:ZINC21DEC290PE,11,20
1374,ZINC 21 Dec 22 292.5 CE,31,1,1640197799,MCX:ZINC21DEC292.5CE,11,20
1375,ZINC 21 Dec 22 292.5 PE,31,1,1640197799,MCX:ZINC21DEC292.5PE,11,20
1376,COPPER 21 Dec 22 800 CE,31,1,1640197799,MCX:COPPER21DEC800CE,11,20
1377,COPPER 21 Dec 22 800 PE,31,1,1640197799,MCX:COPPER21DEC800PE,11,20
1378,COPPER 21 Dec 22 805 CE,31,1,1640197799,MCX:COPPER21DEC805CE,11,20
1379,COPPER 21 Dec 22 805 PE,31,1,1640197799,MCX:COPPER21DEC805PE,11,20
1380,COPPER 21 Dec 22 810 CE,31,1,1640197799,MCX:COPPER21DEC810CE,11,20
1381,COPPER 21 Dec 22 810 PE,31,1,1640197799,MCX:COPPER21DEC810PE,11,20
1382,ZINC 21 Dec 22 295 CE,31,1,1640197799,MCX:ZINC21DEC295CE,11,20
1383,ZINC 21 Dec 22 295 PE,31,1,1640197799,MCX:ZINC21DEC295PE,11,20
1384,ZINC 21 Dec 22 297.5 CE,31,1,1640197799,MCX:ZINC21DEC297.5CE,11,20
1385,ZINC 21 Dec 22 297.5 PE,31,1,1640197799,MCX:ZINC21DEC297.5PE,11,20
1386,ZINC 21 Dec 22 300 CE,31,1,1640197799,MCX:ZINC21DEC300CE,11,20
1387,ZINC 21 Dec 22 300 PE,31,1,1640197799,MCX:ZINC21DEC300PE,11,20
1388,ZINC 21 Dec 22 302.5 CE,31,1,1640197799,MCX:ZINC21DEC302.5CE,11,20
1389,ZINC 21 Dec 22 302.5 PE,31,1,1640197799,MCX:ZINC21DEC302.5PE,11,20
1390,ZINC 21 Dec 22 305 CE,31,1,1640197799,MCX:ZINC21DEC305CE,11,20
1391,ZINC 21 Dec 22 305 PE,31,1,1640197799,MCX:ZINC21DEC305PE,11,20
1392,COPPER 21 Dec 22 815 CE,31,1,1640197799,MCX:COPPER21DEC815CE,11,20
1393,COPPER 21 Dec 22 815 PE,31,1,1640197799,MCX:COPPER21DEC815PE,11,20
1394,COPPER 21 Dec 22 820 CE,31,1,1640197799,MCX:COPPER21DEC820CE,11,20
1395,COPPER 21 Dec 22 820 PE,31,1,1640197799,MCX:COPPER21DEC820PE,11,20
1396,COPPER 21 Dec 22 825 CE,31,1,1640197799,MCX:COPPER21DEC825CE,11,20
1397,COPPER 21 Dec 22 825 PE,31,1,1640197799,MCX:COPPER21DEC825PE,11,20
1398,COPPER 21 Dec 22 830 CE,31,1,1640197799,MCX:COPPER21DEC830CE,11,20
1399,COPPER 21 Dec 22 830 PE,31,1,1640197799,MCX:COPPER21DEC830PE,11,20
1400,ZINC 21 Dec 22 307.5 CE,31,1,1640197799,MCX:ZINC21DEC307.5CE,11,20
1401,ZINC 21 Dec 22 307.5 PE,31,1,1640197799,MCX:ZINC21DEC307.5PE,11,20
1402,ZINC 21 Dec 22 310 CE,31,1,1640197799,MCX:ZINC21DEC310CE,11,20
1403,ZINC 21 Dec 22 310 PE,31,1,1640197799,MCX:ZINC21DEC310PE,11,20
1404,ZINC 21 Dec 22 312.5 CE,31,1,1640197799,MCX:ZINC21DEC312.5CE,11,20
1405,ZINC 21 Dec 22 312.5 PE,31,1,1640197799,MCX:ZINC21DEC312.5PE,11,20
1406,ZINC 21 Dec 22 315 CE,31,1,1640197799,MCX:ZINC21DEC315CE,11,20
1407,ZINC 21 Dec 22 315 PE,31,1,1640197799,MCX:ZINC21DEC315PE,11,20
1408,ZINC 21 Dec 22 317.5 CE,31,1,1640197799,MCX:ZINC21DEC317.5CE,11,20
1409,ZINC 21 Dec 22 317.5 PE,31,1,1640197799,MCX:ZINC21DEC317.5PE,11,20
1410,ZINC 21 Dec 22 320 CE,31,1,1640197799,MCX:ZINC21DEC320CE,11,20
1411,ZINC 21 Dec 22 320 PE,31,1,1640197799,MCX:ZINC21DEC320PE,11,20
1412,ZINC 21 Dec 22 322.5 CE,31,1,1640197799,MCX:ZINC21DEC322.5CE,11,20
1413,ZINC 21 Dec 22 322.5 PE,31,1,1640197799,MCX:ZINC21DEC322.5PE,11,20
1414,ZINC 21 Dec 22 325 CE,31,1,1640197799,MCX:ZINC21DEC325CE,11,20
1415,ZINC 21 Dec 22 325 PE,31,1,1640197799,MCX:ZINC21DEC325PE,11,20
1416,ZINC 21 Dec 22 327.5 CE,31,1,1640197799,MCX:ZINC21DEC327.5CE,11,20
1417,ZINC 21 Dec 22 327.5 PE,31,1,1640197799,MCX:ZINC21DEC327.5PE,11,20
1418,MCXBULLDEX 21 Dec 24 FUT,11,1,1640370599,MCX:MCXBULLDEX21DECFUT,11,20
1419,NATURALGAS 21 Dec 28 FUT,30,1,1640716199,MCX:NATURALGAS21DECFUT,11,20
1420,COTTON 21 Dec 31 FUT,30,1,1640975399,MCX:COTTON21DECFUT,11,20
